COCU011|2|Dreamweaver|CT|||||12.0|
COCU012|2|Visio 2003|CT|||||10.0|
COCU013|2|Microsoft Project|CT|||||15.0|
COCU014|2|Mind Manager|CT|||||10.0|
COCU015|2|Dreamweaver 8.0|CT|||||20.0|
COCU016|2|Project 2003|CT|||||20.0|
COCU017|2|Macros en Excel|CT|||||15.0|
COCU018|2|Principios de seguridad de la información|CT|||||20.0|
COCU019|2|Office avanzado|CT|||||30.0|
COCU020|2|Excel avanzado|CT|||||15.0|
COCU021|2|Access|CT|||||12.0|
COCU022|2|Visual Basic 6.0|CT|||||30.0|
COCU023|2|Introducción a Office|CT|||||30.0|
COCU024|2|Excel Básico|CT|||||15.0|
COCU025|2|Excel Avanzado|CT|||||16.0|
COCU026|2|AutoCad Básico|CT|	Manejo de Windows.||El participante adquirirá el conocimiento teórico y práctico preciso para dominar las técnicas de dibujo y gestión de planos técnicos en dos dimensiones por medio del uso del programa AutoCad.|	Presentación del curso y de los participantes. Introducción a las tecnologías CAD. 	Creación de figuras básicas. 	Elaboración y manipulación de figuras básicas. 	Ordenamiento de la información por medio de capas. 	Manejo del entorno de visualización. 	Acotamiento de figuras en el plano. 	Prácticas teóricas. 	Impresión de proyectos en el plano.|30.0|Todas las áreas y Divisiones de la Facultad de Ingeniería, así como personal Administrativo.
COCU027|2|Office Avanzado|CT|||||40.0|
COCU028|2|Mind Manager|CT|||||15.0|
COCU029|2|Microsoft Project básico|CT|||||10.0|
COCU030|2|Excel básico|CT|||||20.0|
COCU031|2|PHP|CT|||||30.0|
COCU032|2|Introducción a Java|CT|||||30.0|
COCU033|2|Excel con manejo de bases de datos|CT|||||15.0|
COCU034|2|E-learning utilizando plataforma Moodle|CT|||||30.0|
COCU035|2|PowerPoint|CT|||||20.0|
COCU036|2|Flash|CT|||||12.0|
COCU037|2|Fundamentos de PHP|CT|||||12.0|
COCU038|2|PowerPoint|CT|||||10.0|
COCU039|2|Java con Bases de Datos|CT|||||27.0|
COCU040|2|Intruducción a PHP|CT|||||16.0|
COCU041|2|Actualización a Office 2007|CT|o	Word o	Excel 	PowerPoint||Que el alumno se familiarice y maneje la nueva versión de Office 2007, que maneje algunas técnicas que le permitan la creación de documentos con un alto nivel de calidad en su presentación y aprenda el manejo de herramientas para la utilización eficiente de la hoja de cálculo electrónica, además de poder realizar presentaciones profesionales.|	Word 	Excel 	PowerPoint|15.0|Todas las áreas y Divisiones de la Facultad de Ingeniería, así como personal Administrativo.
COCU042|2|Elabora y publica tu página WEB de asignatura|CT|	Conocimientos básicos de Office. 	Manejo de Internet.||Diseñar, elaborar y publicar una página web de asignatura con objeto de aprovechar las posibilidades que ofrece Internet para facilitar recursos, ayuda y orientación a los alumnos de su asignatura.|	Tipos de webs educativas. 	La web de asignatura. 	Materiales 	Guía de contenidos. 	Contenidos estructurados. 	Tipos de contenidos. 	Documentos. 	Actividades|30.0|Todos los profesores de asignatura de la Facultad de Ingeniería que deseen crear y publicar la página web de su asignatura.
COCU043|2|Seguridad informática para PC: Manejo de antivirus|CT|	Manejo básico de Windows.||El participante conocerá, identificará y aplicará los servicios y herramientas que le permitan implementar seguridad informática a nivel host en un sistema Windows; conocerá, comprenderá y hará uso de las estrategias de prevención, detección y eliminación de software con fines maliciosos, buscando el resguardo de la integridad, confidencialidad y disponibilidad de la información.|	Seguridad informática. 	Máquinas virtuales. 	Malware.|10.0|Todas las áreas y Divisiones de la Facultad de Ingeniería, así como personal Administrativo.
COCU044|2|Office avanzado (Word y Excel)|CT|	Manejo de Word y Excel básico.||Que el participante conozca y maneje algunas técnicas avanzadas que le permitan la creación de documentos con un alto nivel de calidad en su presentación, además del manejo de herramientas avanzadas para la utilización eficiente de la hoja de cálculo electrónica.||30.0|Todas las áreas y Divisiones de la Facultad de Ingeniería, así como personal Administrativo.
COCU045|2|Programación de animaciones con Maple|CT|Manejo de Windows y conocimientos básicos de programación.||Que los profesores utilicen MAPLE para la enseñanza de conceptos geométricos, puedan realizar operaciones  y simplificaciones, así como dibujar gráficas animadas en 2 y 3 dimensiones.|Introducción y ayuda de MAPLE. Comandos básicos de Álgebra. Comandos básicos de Geometría Analítica. Comandos básicos de Cálculo. Comandos básicos de Probabilidad y Estadística. Programación de animaciones.  	 Secuencias: seq. 	  Comandos: for, do, if. 	  Animaciones: Display, insequence. 	  Procedimientos.|15.0|Profesores de la Facultad y externos.
COCU046|2|Seguridad informática para PC (Manejo de antivirus)|CT|Manejo básico de Windows.||El participante conocerá, identificará y aplicará los servicios y herramientas que le permitan implementar seguridad informática a nivel host en un sistema Windows; conocerá, comprenderá y hará uso de las estrategias de prevención, detección y eliminación de software con fines maliciosos, buscando el resguardo de la integridad, confidencialidad y disponibilidad de la información.|Seguridad informática. 	Máquinas virtuales. 	Malware.|15.0|Todas las áreas y Divisiones de la Facultad de Ingeniería, así como personal Administrativo.
COCU047|2|PHP con Bases de Datos|CT|o 	Manejo de Windows o	 Fundamentos de PHP o	 Conceptos básicos de programación||Que el participante conozca y maneje las herramientas del lenguaje PHP para la obtención de la información de una base de datos relacional como lo es MySQL, y así poder realizar páginas interactivas en Internet. Además de adquirir la habilidad para el desarrollo de Aplicaciones.|o 	Introducción a PHP o 	Manejo de los conceptos básicos de programación o 	Manejo de herramientas para desarrollo en Web o	 Realizando conexión con el servidor o 	Desplegado de información en la página o 	Desarrollo de páginas Web con BD.|20.0|A todo el personal académico y administrativo de la Facultad de Ingeniería, así como de todas las áreas.
COCU048|2|Photoshop|CT|Manejo de entorno Windows (explorador). Conocimientos básicos de navegación en Internet.|2009-08-31 00:00:00|Lograr un entendimiento y comprensión de las herramientas básico-intermedias del software para edición de imágenes y fotografía digital Photoshop CS4. Adquirir habilidades creativas para el diseño de imágenes abstractas y/o temáticas. Así como los conocimientos básicos del retoque en fotografía digital.|Introducción al entorno de Photoshop. Herramientas básicas de edición de imágenes. Capas y Selecciones. Efectos especiales (filtros). Fotografía digital.|30.0|Dirigido a profesores que deseen mejorar sus habilidades en el diseño gráfico.
COCU049|2|Edición de textos científicos con LaTeX|CT|Manejo de Windows Conocimientos de Office Conocimientos básicos de Programación||Creación y edición de textos científicos mediante la herramienta de composición tipográfica LaTeX.|Introducción, Editores, Diseño y estructura básica de los editores, Formatos disponibles, Herramientas y complementos, Ejemplos.|20.0|Todas las divisiones y áreas.
COCU050|2|e-investigación bibliográfica para Ingeniería|CT|	Manejo básico de navegador como Internet Explorer o Firefox y procesador de textos.||Reconocer los principales recursos electrónicos (ciberinfraestructura) disponibles para la e-investigación bibliográfica en cualquier área de la Ingeniería. Así mismo, conocer las principales aplicaciones, fuentes y estrategias para trabajar con literatura especializada y actualizada sobre Ingeniería e identificar las principales bases de datos documentales con información en Ingeniería y entrenarse en su uso.|	Uso de los recursos electrónicos actuales, principalmente de la Web 2.0 (buscadores, blogs, redes sociales, marcadores, manejadores de bibliografía, complementos).|20.0|Profesores de carrera y de asignatura de cualquier división y área de la Facultad de Ingeniería, así como a investigadores de la Facultad y del Instituto de Ingeniería.
COCU051|2|Recursos didácticos en internet: elaboración de un webquest|CT|Manejo básico de Internet.||Que los participantes publiquen un Webquest que puedan aplicar en un tema o subtema de la asignatura que imparten.|1. 	Recursos didácticos: TICs. 2.	 ¿Qué es un Webquest?: Estructura. 3.	 Diseño y publicación de un Webquest. 4.	 Evaluación de un Webquest.|10.0|A los profesores de la Facultad de Ingeniería y externos.
COCU052|2|Elabora y publica tu página WEB de asignatura|C|Conocimientos básicos de Office. 	Manejo de Internet.||Diseñar, elaborar y publicar una página web de asignatura con objeto de aprovechar las posibilidades que ofrece Internet para facilitar recursos, ayuda y orientación a los alumnos de su asignatura.|	Tipos de webs educativas. 	La web de asignatura. 	Materiales 	Guía de contenidos. 	Contenidos estructurados. 	Tipos de contenidos. 	Documentos. 	Actividades|24.0|Todos los profesores de asignatura de la Facultad de Ingeniería que deseen crear y publicar la página web de su asignatura.
COCU053|2|Administración de información docente con Access|C|	Manejo de ambiente Windows. Nociones de Base de Datos.||Que el participante conozca y maneje Microsoft Access para la creación y manipulación de las bases de datos, además de aplicarlo en sus actividades docentes y académicas, logrando así un mejor aprovechamiento de los recursos que ofrece la Facultad de Ingeniería.|Introducción a los elementos básicos de Access, operaciones básicas para una Base de Datos, macros básicas.|15.0|Personal docente y administrativo de la Facultad de Ingeniería.
COCU054|2|Office 2007 para docentes (Word, Excel y Power Point)|C|	Manejo de Windows.||Que el docente conozca y maneje algunas técnicas que le permitan la creación de documentos con un alto nivel de calidad en su presentación y aprenda el manejo de herramientas para la utilización eficiente de la hoja de cálculo electrónica, además, que pueda realizar presentaciones profesionales.|	Word Excel 	PowerPoint|30.0|Todas las áreas y Divisiones de la Facultad de Ingeniería, así como personal Administrativo.
COCU055|2|Aprendiendo matemáticas con Maple|C|Manejo de Windows||Que los profesores utilicen MAPLE para la enseñanza de conceptos matemáticos y utilicen el programa para realizar los desarrollos algebraicos.|Introducción y ayuda de MAPLE. Lo que Maple sabe y nosotros no. Comandos básicos de Álgebra. Comandos básicos de Geometría Analítica. Comandos básicos de Cálculo. Comandos básicos de Ecuaciones Diferenciales. Comandos básicos de Probabilidad y Estadística. Introducción a la programación en Maple   Secuencias: seq. 	  Comandos: for, do, if. 	  Animaciones: Display, insequence. 	  Procedimientos.|15.0|Profesores que imparten asignaturas relacionadas con  matemáticas.
COCU056|2|EDUCAFI Herramienta para la Docencia|T|Manejo básico de la computadora, Manejo de Windows, Manejo de Internet, Manejo de correo electrónico||Brindar una herramienta de apoyo al proceso enseñanza-aprendizaje, proporcionando un medio donde los conocimientos y el desarrollo de actividades, se puedan llevar fuera del salón de clases. Crear nuevas fuentes de comunicación en un entorno amigable, dando al docente la facilidad de construir bases de conocimientos sobre el uso de Tecnologías de la Información (TI). Fomentar el uso de materiales digitalizados disminuyendo el uso de papel, contribuyendo a la ecología.|1.	Uso de plataformas educativas. 2.	Desarrollo de asignaturas semi-presenciales. 3.	Configuración de un curso. 4.	Implementación de actividades y recursos. 5.	Administración de archivos. 6.	Implementación de tareas. 7.	Utilización de foros, chat’s, mensajes, calendario e implementación de exámenes en línea.|10.0|Personal Docente Facultad de Ingeniería.
COCU057|2|Diseño de páginas WEB con DreamWeaver|C|||||30.0|
COCU058|2|Elaboración de material didáctico con Flash|C|Manejo de Windows.||Conocer las herramientas básicas que ofrece Flash para la creación de animaciones, presentaciones y materiales en páginas WEB de una manera fácil y sencilla.|Entorno de trabajo, Dibujar con Flash, Conceptos Básicos de Animación, Animación Fotograma a Fotograma, Interpolación de Movimiento, Interpolación con Capa Guía, Interpolación de Forma, Mascaras, Efecto Alfa, Importar Imagen, Bibliotecas, Escenas y Multimedia.|20.0|A todas las áreas y Divisiones de la Facultad de Ingeniería, así como personal Administrativo.
COCU059|2|Laboratorio virtual de GEOMETRÍA ANALÍTICA|C|	Manejo de Windows. 	Manejo de Internet.||Introducir al uso del ambiente virtual de Second Life (SL), así como mostrar las diferentes prácticas desarrolladas en Matemáticas para la asignatura de Geometría Analítica, con el propósito de impulsar el uso de dichas prácticas en un ambiente virtual como apoyo para las clases.|	El empleo de una nueva tecnología. Ambiente virtual. 	Descarga y uso de Second Life. 	Creación de una cuenta de avatar en Second Life. 	Uso del avatar en las diferentes islas de Second Life. 	Prácticas desarrolladas en la Coordinación de Matemáticas para su empleo en Second Life. 	Uso de la plataforma educativa del Laboratorio virtual de Geometría Analítica. 	Prácticas y reportes del Laboratorio virtual de Geometría Analítica.|15.0|Profesores de la Facultad de Ingeniería, en especial a los profesores de Geometría Analítica.
COCU060|2|Office avanzado para la docencia|C|||||30.0|
COCU061|2|Administración de grupos de asignatura con Access|T|Manejo básico de windows|2010-08-09 00:00:00|Que los profesores diseñen una base de datos para el control de sus grupos de asignatura.|Introducción a las bases de datos 	Tablas. Indices. 	Tablas relacionadas. 	Consultas. 	Reportes. 	Macros y programación básic.|12.0|A los profesores de la Facultad de Ingeniería
COCU062|2|Elaboración de material didáctico con Flash (teórico-práctico)|CT|Manejo de Windows.||Conocer las herramientas básicas que ofrece Flash para la creación de animaciones, presentaciones y materiales en páginas WEB de una manera fácil y sencilla.|Entorno de trabajo, Dibujar con Flash, Conceptos Básicos de Animación, Animación Fotograma a Fotograma, Interpolación de Movimiento, Interpolación con Capa Guía, Interpolación de Forma, Mascaras, Efecto Alfa, Importar Imagen, Bibliotecas, Escenas y Multimedia.|18.0|A todas las áreas y Divisiones de la Facultad de Ingeniería, así como personal Administrativo.
COCU063|2|Prepara tu material gráfico con Matlab|C|Conocimientos básicos de programación (indispensable)||Lograr que los participantes conozcan los elementos básicos de Matlab con la finalidad de que puedan implementar algoritmos sencillos.  A partir de programas sencillos en Matlab crear material gráfico (figuras, imágenes y películas) como apoyo a las labores docentes.|1. 	Conociendo la interfaz de Matlab. 2. 	Gráficas en Matlab. 3.	 Programación en Matlab. 4.	 Herramientas simbólicas en Matlab. 5.	 Simulación gráfica de sistemas físicos usando Simulink.|20.0|A todas las divisiones y áreas de la Facultad de Ingeniería.
COCU064|2|Administración de base de datos de actividades académicas con Excel|C|||||15.0|
COCU065|2|Edición de libros con ortografía utilizando Word|C|Manejo de Word básico. Manejo de Windows.||Que el participante se familiarice y maneje algunas técnicas que le permitan la creación de documentos con un alto nivel de calidad en su presentación y aprenda el manejo de herramientas para la utilización eficiente de los documentos grandes,  además de que pueda realizar presentaciones profesionales.|Word, ortografía y redacción básica.|30.0|Personal Docente y Administrativo de la Facultad de Ingeniería.
COCU066|2|Edición de textos científicos con LaTeX avanzado|C|Conocimientos básicos (edición y creación de documentos) de LaTeX.||Presentar las principales características del sistema de composición de textos LaTex por su modificación y personalización.  Crear estilos propios para la posterior creación de documentos de acuerdo a las características impuestas por el participante.|1. 	Repaso. 2.	 Estilos y documentos modulares. 3. 	Métodos abreviados. 4.	 Posters y presentaciones. 5.	 MiKTeX  y problemas técnicos.|10.0|A los profesores de la Facultad de Ingeniería
COCU067|2|Elabore las presentaciones de sus clases con PowerPoint|C|Manejo de Windows.||Que el asistente conozca y maneje algunas herramientas y funciones básicas de Power Point. El asistente podrá diseñar y crear presentaciones profesionales.|	PowerPoint.|10.0|A todas las divisiones y áreas de la Facultad de Ingeniería, así como personal administrativo.
COCU068|2|Taller para la elaboración de material didáctico con Photoshop (avanzado)|T|1. 	Conocimientos básico-intermedios de Photoshop. 2. 	Manejo del entorno Windows (explorador). 3.	 Conocimientos básicos de navegación en Internet||Lograr un entendimiento y comprensión de las herramientas intermedio-avanzadas del software para edición de imágenes y fotografía digital en Photoshop, dichos conocimientos servirá para el desarrollo de material didáctico a utilizar en el aula.   Adquirir habilidades creativas para el diseño de imágenes abstractas y/o temáticas; así como adquirir los conocimientos necesarios para un mejor desempeño para la elaboración de materiales con el software.|1. 	Revisión breve de las herramientas básico-intermedias del software Photoshop. 2. 	Herramientas avanzadas para la edición de imágenes, posters, folletos, láminas, presentaciones, etc. 3.	 Ejercicios para la utilización de capas, Filtros y selecciones avanzadas. 4.	 Efectos especiales (filtros). 5.	 Fotografía digital. 6.	 Sugerencias de los asistentes al curso taller.|25.0|Personal docente, administrativo y académico de la Facultad de Ingeniería.
COCU069|2|Administración de actividades académicas con Excel Avanzado|C|o	Manejo de Excel básico.||Que el alumno conozca y maneje algunas técnicas avanzadas con la finalidad de presentar los conceptos generales de las bases de datos, filtros (filtros avanzados), subtotales, funciones avanzadas, así como la generación de tablas y gráficos dinámicos y macros.|Utilizar las herramientas de Excel que les permitan la manipulación de datos usando las funciones, tablas y gráficos dinámicos y macros.|30.0|Todas las áreas y Divisiones de la Facultad de Ingeniería, así como personal administrativo
COCU070|2|Elaboración de material didáctico con Flash (teórico-práctico)|C|||Aprender las distintas técnicas y herramientas que ofrece Flash para la creación de animaciones y materiales que permitan realizar páginas de una forma dinámica y atractiva en el diseño y desarrollo de páginas WEB.|Entorno de trabajo, Dibujar con Flash, Conceptos básicos de animación, Animación fotograma a fotograma, Interpolación de movimiento, Interpolación con capa guía, Interpolación de forma, Máscaras, Efectos Alfa, Importar Imagen, Bibliotecas, Escenas y Multimedia.|20.0|Personal Docente y Administrativo de la Facultad de Ingeniería.
COCU071|2|Elabore las presentaciones de sus clases con PowerPoint|C|Manejo de Windows.||Que el asistente conozca y maneje algunas herramientas y funciones básicas de PowerPoint. El asistente podrá diseñar y crear presentaciones profesionales.|1.	Entorno de trabajo de PowerPoint. 2.	Edición de diapositivas. 3.	Animación de diapositivas. 4.	Insertar audio en diapositivas.|20.0|A todas las divisiones y áreas de la Facultad de Ingeniería, así como personal administrativo.
COCU072|2|Macros en Excel para docentes|C|Office Avanzado,  Office con macros(Word y Power Point)||Que el alumno conozca y pueda crear las macros en Excel utilizando la herramienta de Visual Basic para aplicaciones.|Excel  y Visual Basic|30.0|A todas las  áreas y divisiones de la Facultad de Ingeniería, así como personal Administrativo.
COCU073|2|Elaboración de material didáctico con Java (Básico)|C|Manejo de ambiente Windows, Manejo de Internet.||Que el participante conozca el lenguaje de programación Java así como sus bondades y potencial que ofrece. Al término del curso el alumno tendrá la capacidad de poder realizar sus aplicaciones para la aplicación en las diferentes divisiones y áreas de conocimiento|La tecnología java, Programación en java, Arreglos y cadenas, Programación orientada a objetos (POO), Relaciones entre clases, Swing para uso en la actividad docente.|30.0|Profesores de la Facultad de Ingeniería
COCU074|2|Diseño de objetos en 3D para la elaboración de material didáctico con Autocad|C|Conocimientos básicos de AutoCAD||Diseñar objetos en Tres dimensiones por medio del uso de herramientas computacionales.|	Isométricos 	Simulación de objetos en tres dimensiones empleando comandos básicos. 	Visualización en tres dimensiones. 	Superficies. 	Sólidos. 	Edición de sólidos. 	Texturas en objetos de tres dimensiones. 	Espacio papel.|30.0|Todas las carreras de ingeniería
COCU075|2|Seguridad y administración de PC para el manejo de información docente|C|Manejo básico de Windows.||Conocer el funcionamiento básico de la computadora, entender su administración y las herramientas disponibles para la seguridad de la información. (Seguridad en Cómputo).|*Funcionamiento básico de la PC. *Manejo de archivos, teoría binaria. *Mantenimiento básico del Hardware. *Atajos y secretos de Windows. *Administración de documentos y archivos en Windows. *Ventana MSCONFIG y REGEDIT. *Conceptos de seguridad en cómputo.|20.0|Todo personal docente: administrativos, académicos, etc.
COCU076|2|Diseño de páginas WEB académicas con DreamWeaver|C|Manejo de Windows Manejo de Internet||Que el participante conozca y maneje las herramientas básicas que ofrece Dreamweaver para diseño y desarrollo de páginas web.|1.	Introducción al diseño de páginas web y entorno de trabajo 2.	Formato de página 3.	Listas, tablas, imágenes, ligas, formularios 4.	Plantillas, hojas, estilo, capas y multimedia. 5.	Creación de un sitio.|30.0|A todo el personal académico y administrativo de la Facultad de Ingeniería, así como a todas las áreas.
COCU077|2|Maple como una herramienta para la docencia|C|Manejo de Windows.||Que el participante conozca y utilice los elementos básicos de Maple para aplicarlos en su práctica docente.|1.	Funciones básicas. 2.	Gráficas. 3.	Animaciones. 4.	Programación básica. 5.	Maplets.|12.0|Profesores de Ingeniería y áreas afines.
COCU078|2|Elaboración de material didáctico con Photoshop básico|C|Manejo de entorno Windows (explorador) Conocimientos básicos de navegación en Internet.||Lograr un entendimiento y comprensión de las herramientas básico-intermedias del software para edición de imágenes y fotografía digital. Adquirir habilidades creativas para el diseño de imágenes abstractas y/o temáticas. Así como los conocimientos básicos del retoque en fotografía digital.|1.	Introducción al entorno de Photoshop 2.	Herramientas básicas de edición de imágenes 3.	Capas y selecciones 4.	Efectos especiales (filtros) 5.	Fotografía digital|30.0|Todo el personal docente: administrativos, académicos, etc.
COCU079|2|Elaboración de material docente con Matlab básico|C|Conocimientos básicos del entorno de Windows.||Que al final del curso, los participantes conozcan y manipulen las herramientas básicas que ofrece Matlab. Esto, para la elaboración de sistemas de ecuaciones, gráficas de datos y programas sencillos de propósito general que les sean de ayuda en su práctica docente.|1.	Acerca de Matlab. 2.	Entorno de trabajo e interfaz. 3.	Menús, tipos de archivos y preferencias/formatos. 4.	Tipos de datos y variables. 5.	Operaciones con vectores y matrices. 6.	Funciones algebráicas y polinomios. 7.	Representación de datos (gráficas y matrices). 8.	Funciones especiales. 9.	Programación básica. 10.	Cargar/guardar en archivos de datos.|15.0|Todo el personal docente, administrativo y académico que requiera del uso de software especializado en Matemáticas como Matlab, para la actualización de su material didáctico en clase.
COCU080|2|EDUCAFI Herramienta para la docencia|C|1.	Computación Básica 2.	Manejo de Internet 3.	Manejo de Office||Brindar una herramienta de apoyo al proceso enseñanza-aprendizaje, proporcionando un medio donde los conocimientos y el desarrollo de actividades, se puedan llevar fuera del salón de clases. Crear nuevas fuentes de comunicación en un entorno amigable, dando al docente la facilidad de construir bases de conocimientos sobre el uso de Tecnologías de la Información (TI). Fomentar el uso de materiales digitalizados disminuyendo el uso de papel, contribuyendo  la ecología.|1.	Configuración del curso y editor de la plataforma     2.	Recursos  3.	Tareas   4.	Foros, chat´s y calendario   5.	Exámenes en línea  6.	Wikis  7.	Lecciones  8.	Grupos y aplicaciones|20.0|Académicos de la Facultad de Ingeniería.
COCU081|2|Cómo desarrollar innovación en Ingeniería|T|||||30.0|
COCU082|2|Introducción a la computación|C|Ninguno||El participante identificará las partes que conforman una computadora personal y los aspectos de su manejo. Así mismo, describirá los requisitos y formas de “navegación” en Internet y del empleo del correo electrónico y manejo académico de las redes sociales.|1.	Conceptos generales. 2.	Hardware. 3.	Software y Sistema Operativo Windows. 4.	Software de Aplicación. 5.	Internet. 6.	Redes sociales. 7.	Manejo y seguridad del equipo.|20.0|Todo el personal académico y administrativo de todas las áreas.
COCU083|2|Diseño de objetos en 3D para la elaboración de materila didáctico con Autocad (básico)|C|Conocimientos básicos de AutoCAD||Diseñar objetos en tres dimensiones por medio del uso de herramientas computacionales.|	Isométricos 	Simulación de objetos en tres dimensiones empleando comandos básicos. 	Visualización en tres dimensiones. 	Superficies. 	Sólidos. 	Edición de sólidos. 	Texturas en objetos de tres dimensiones.|27.0|Todas las carreras de ingeniería
COCU084|2|Trabajo colaborativo con los estudiantes utilizando blogs|C|1.	Manejo de Windows 2.	Conocimientos básicos de navegación en Internet||Conocer el funcionamiento básico de un blog, crearlo, modificarlo y realizar publicaciones.|1.	Web 2.0 2.	¿Qué es un blog? 3.	Creación y modificación de un blog|10.0|Personal docente: administrativos y académicos.
COCU085|2|Elaboración de material didáctico con multimedia (Windows Movie Maker y Audacity)|C|1.	Manejo de entorno de Windows 2.	Conocimientos básicos de navegación en Internet||Introducir al docente al manejo de las herramientas de Windows Movie Maker y Audacity para la realización de videos de presentación sobre temas de su área, así como darles formato y edición de audio-video a los videos existentes.|1.	Introducción al entorno de trabajo 2.	Manipulación y edición de video con Microsoft Movie Maker y edición de audio con Audacity 3.	Elaborar material didáctico utilizando ambas herramientas|30.0|Personal docente: administrativos y académicos.
COCU086|2|Automatización de información académica utilizando Macros en Excel|C|Office Avanzado, Office con macros (Word y Power Point)||Que el asistente conozca y pueda crear las macros en Excel utilizando la herramienta de Visual Basic para aplicaciones.|1.	Excel avanzado 2.	Visual Básic|31.5|A todas las divisiones y áreas de la Facultad de Ingeniería, así como personal administrativo.
